Sequence,Session,Run,Block,Sentence,SpContent,Keyword1,Keyword2,Keyword3,Keyword4,AudDur,compared to 2000ms?,,AudFile,Orientation,TargetPresence,GaborLoc,TD,SentencePresence,WavfileDir,FixFlipTime,FixFlipEnd,FixClearFlipTime,FixClearFlipEnd,DurAudOnset,StimAudOnset,StimAudFlipTime,latency,DurGbOnset,StimGbOnset,StimGbFlipTime,StimGbFlipEnd,GbClearFlipTime,GbClearFlipEnd,endAudPositionSecs,estAudStopTime,Resp1PrmptTime,Resp1FlipTime,Resp1FlipEnd,Resp1ScrClearTime,Resp1ClearFlipTime,Resp1ClearFlipEnd,Resp2FlipTime,Resp2FlipEnd,Resp2ScrClearTime,TrialDuration,EndPromptFlipTime,EndPromptFlipEnd,SentenceOnset,SentenceFlipTime,SentenceFlipEnd,RespAud,AccAud,RtAbsAud,RTAud,RespGb,AccGb,RtAbsGb,RTGb,RespMemory,AccMemory,RtAbsMemory,RTMemory
142,main,4,3,bkbf2109,The cow lies on the grass,cow,lies,grass,,1737.913832,262.086168,,bkbf2109_6ch.wav,0.785398163,1,0.932964835,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2109_6ch.wav,982363.5065,982363.5065,0.2020325,0.2020947,0.131043084,982363.8275,0.321043084,-0.0120325,0.85,982364.5565,1.0512642,1.0512873,1.3529136,1.3529749,1.737916667,982365.565,982365.7065,2.2014654,2.2015276,982367.2065,NaN,NaN,3.7013992,3.7014201,982368.7065,5.217401,5.2016385,5.2016596,NaN,NaN,NaN,0,0,982366.7542,1.0462518,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
143,main,4,3,bkbf0110,They're looking at the clock,Theyre,looking,at,clock,1325.759637,674.240363,,bkbf0110_6ch.wav,-0.146841007,0,2.337523602,-0.93223917,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0110_6ch.wav,982368.7348,982368.7349,0.2018988,0.2019433,0.337120182,982369.2619,0.527120181,-0.0118988,0.85,982369.7848,1.0516891,1.0517522,1.3533586,1.3534195,1.32575,982370.588,982370.9348,2.2013057,2.2013286,982372.4348,NaN,NaN,3.7015608,3.7016223,982373.9348,5.217317,5.2015144,5.2015405,NaN,NaN,NaN,0,0,982371.7911,0.8549247,1,0,982372.7546,0.3181971,NaN,NaN,NaN,NaN
144,main,4,3,bkbf0912,The lady packed her bag,lady,packed,bag,,1454.285714,545.714286,,bkbf0912_6ch.wav,-0.220298357,0,1.127295473,-1.00569652,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0912_6ch.wav,982373.9633,982373.9633,0.2020615,0.2021239,0.272857143,982374.4261,0.462857143,-0.0120615,0.85,982375.0133,1.0516289,1.0516925,1.3533025,1.3533762,1.454291667,982375.8811,982376.1633,2.2015766,2.201638,982377.6633,NaN,NaN,3.7015096,3.7015704,982379.1633,5.2177519,5.2016884,5.2017504,NaN,NaN,NaN,0,0,982377.087,0.9221096,0,1,982378.5806,0.9157912,NaN,NaN,NaN,NaN
145,main,4,2,bkbf1516,The puppy plays with a ball,puppy,plays,ball,,1545.034014,454.965986,,bkbf1516_8ch.wav,0.785398163,1,1.555896323,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1516_8ch.wav,982391.3136,982391.3137,0.202119,0.2021822,0.227482993,982391.7311,0.417482993,-0.012119,0.85,982392.3636,1.0516562,1.05172,1.3529596,1.3529814,1.545041667,982393.2758,982393.5136,2.2015732,2.2020506,982395.0136,NaN,NaN,3.7015789,3.7016395,982396.5136,5.2170983,5.2016261,5.2016888,NaN,NaN,NaN,0,0,982394.592,1.0768044,1,1,982396.324,1.3087548,NaN,NaN,NaN,NaN
146,main,4,2,bkbf0304,The farmer keeps a bull,farmer,keeps,bull,,1402.267574,597.732426,,bkbf0304_8ch.wav,1.005712996,0,-1.220814252,0.220314833,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0304_8ch.wav,982396.5423,982396.5424,0.2017236,0.201746,0.298866213,982397.0311,0.488866213,-0.0117236,0.85,982397.5923,1.0514873,1.0515104,1.3531606,1.3532217,1.402270833,982398.4331,982398.7423,2.2014927,2.2016336,982400.2423,NaN,NaN,3.7014194,3.7014406,982401.7423,5.2163498,5.2017246,5.2017869,NaN,NaN,NaN,1,1,982399.7602,1.0164749,0,1,982401.1751,0.9313822,NaN,NaN,NaN,NaN
147,main,4,2,bkbf1304,She argued with her sister,She,argued,sister,,1783.174603,216.825397,,bkbf1304_8ch.wav,0.934580956,0,0.350018026,0.149182793,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1304_8ch.wav,982401.7708,982401.7709,0.2017726,0.201835,0.108412699,982402.0692,0.298412698,-0.0117726,0.85,982402.8208,1.0516491,1.0517117,1.3533841,1.3534518,1.783166667,982403.8582,982403.9708,2.2015254,2.2015868,982405.4708,NaN,NaN,3.7066668,3.7067018,982406.9708,5.2159093,5.2015677,5.2015895,NaN,NaN,NaN,NaN,0,NaN,9999,1,0,982405.6196,0.1420827,NaN,NaN,NaN,NaN
148,main,4,2,bkbf0510,The dog made an angry noise,dog,made,angry,noise,1871.746032,128.253968,,bkbf0510_8ch.wav,0.785398163,1,-2.536391178,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0510_8ch.wav,982406.9989,982406.9989,0.2021265,0.2022044,0.064126984,982407.253,0.2911851,0.024931616,0.85,982408.0489,1.0516546,1.0517172,1.3533518,1.3534126,1.87175,982409.1674,982409.1989,2.2011205,2.2011433,982410.6989,NaN,NaN,3.7016132,3.7016806,982412.1989,5.2175142,5.2017451,5.2018123,NaN,NaN,NaN,0,0,982409.7883,0.5882363,1,1,982410.9698,0.269289,NaN,NaN,NaN,NaN
149,main,4,2,bkbf0213,Some sticks were under the tree,sticks,under,tree,,1739.319728,260.680272,,bkbf0213_8ch.wav,1.045600407,0,2.917323733,0.260202244,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0213_8ch.wav,982412.2277,982412.2278,0.2017988,0.2018612,0.130340136,982412.548,0.320340136,-0.0117988,0.85,982413.2777,1.0515724,1.0516309,1.3531464,1.3531679,1.7393125,982414.2872,982414.4277,2.201521,2.2015815,982415.9277,NaN,NaN,3.70155,3.7016271,982417.4277,5.21625,5.2017214,5.2017993,NaN,NaN,NaN,1,1,982415.5982,1.1689897,0,1,982416.5955,0.6662752,NaN,NaN,NaN,NaN
150,main,4,2,bkbf1902,Sugar's very sweet,Sugars,very,sweet,,1440.952381,559.047619,,bkbf1902_8ch.wav,0.475750249,0,-0.981942541,-0.309647914,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1902_8ch.wav,982417.4561,982417.4562,0.2014778,0.2015031,0.27952381,982417.9256,0.46952381,-0.0114778,0.85,982418.5061,1.051346,1.0513706,1.3530712,1.353139,1.440958333,982419.367,982419.6561,2.2015446,2.2016059,982421.1561,NaN,NaN,3.7015988,3.7016607,982422.6561,5.2183745,5.2017079,5.2017749,NaN,NaN,NaN,1,1,982420.7423,1.0846315,0,1,982421.5359,0.3782001,NaN,NaN,NaN,NaN
151,main,4,4,bkbf0506,A boy fell from the window,boy,fell,window,,1674.557823,325.442177,,bkbf0506_6ch.wav,0.785398163,1,-1.058382164,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0506_6ch.wav,982436.5902,982436.5902,0.2016932,0.2017555,0.162721089,982436.9429,0.352721088,-0.0116932,0.85,982437.6402,1.0516356,1.0516987,1.3530578,1.3530833,1.6745625,982438.6172,982438.7902,2.2015267,2.2015878,982440.2902,NaN,NaN,3.7016161,3.7016836,982441.7902,5.204917,5.2017457,5.2018137,NaN,NaN,NaN,0,0,982439.1269,0.3351961,1,1,982440.8563,0.564518,NaN,NaN,NaN,NaN
152,main,4,4,bkbf1005,They followed the path,They,followed,path,,1303.673469,696.326531,,bkbf1005_6ch.wav,0.785398163,1,-3.098126346,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1005_6ch.wav,982441.8163,982441.8163,0.2020706,0.2021386,0.348163266,982442.3545,0.538163265,-0.0120706,0.85,982442.8663,1.0517069,1.0517755,1.3533705,1.353431,1.303666667,982443.6583,982444.0163,2.2017356,2.2018139,982445.5163,NaN,NaN,3.7014367,3.7014583,982447.0163,5.2157366,5.2016992,5.2019958,NaN,NaN,NaN,1,1,982444.8148,0.7967068,1,1,982446.3175,0.799726,NaN,NaN,NaN,NaN
153,main,4,4,bkbf2005,The teacloth's quite wet,teacloths,quite,wet,,1656.00907,343.99093,,bkbf2005_6ch.wav,0.6122071,0,0.762001109,-0.173191064,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2005_6ch.wav,982447.045,982447.0451,0.2017996,0.2018618,0.171995465,982447.407,0.3621045,-0.011690565,0.85,982448.095,1.0517305,1.0517973,1.3533868,1.353448,1.656,982449.0624,982449.245,2.2015181,2.2015792,982450.745,NaN,NaN,3.7014727,3.7015287,982452.245,5.2159472,5.2016067,5.2016308,NaN,NaN,NaN,1,1,982450.2247,0.9781793,0,1,982451.0254,0.2789737,NaN,NaN,NaN,NaN
154,main,4,4,bkbf0411,The jam jar was full,jam,jar,full,,1289.705215,710.294785,,bkbf0411_6ch.wav,0.785398163,1,-1.101406416,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0411_6ch.wav,982452.2732,982452.2732,0.2020129,0.2020752,0.355147393,982452.8183,0.5455498,-0.011610492,0.85,982453.3232,1.0517063,1.0517746,1.353398,1.3534848,1.289708333,982454.1078,982454.4732,2.2015112,2.2015718,982455.9732,NaN,NaN,3.7012568,3.7012897,982457.4732,5.2174805,5.2016899,5.2017644,NaN,NaN,NaN,1,1,982455.8787,1.4040517,1,1,982455.975,0.0005694,NaN,NaN,NaN,NaN
155,main,4,4,bkbf0614,The clever girls are reading,clever,girls,reading,,1523.038549,476.961451,,bkbf0614_6ch.wav,0.935196666,0,-2.855055351,0.149798503,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0614_6ch.wav,982457.5018,982457.5019,0.2017708,0.201833,0.238480726,982457.9303,0.428480725,-0.0117708,0.85,982458.5518,1.0516496,1.0517119,1.3533299,1.353391,1.523041667,982459.4532,982459.7018,2.2014031,2.2014259,982461.2018,NaN,NaN,3.7015318,3.7015929,982462.7018,5.2158983,5.2015815,5.2016056,NaN,NaN,NaN,0,0,982460.3083,0.605058,1,0,982461.4094,0.2059971,NaN,NaN,NaN,NaN
156,main,4,4,bkbf1313,The children are all eating,children,all,eating,,1506.031746,493.968254,,bkbf1313_6ch.wav,0.785398163,1,1.611213236,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1313_6ch.wav,982462.73,982462.7301,0.2022068,0.202268,0.246984127,982463.167,0.436984127,-0.0122068,0.85,982463.78,1.0516494,1.0517119,1.3533694,1.3534303,1.506041667,982464.6724,982464.93,2.2015389,2.2016013,982466.43,NaN,NaN,3.7016089,3.7016759,982467.93,5.2171166,5.2013655,5.2013973,NaN,NaN,NaN,0,0,982465.1954,0.2638857,1,1,982466.6998,0.2682175,NaN,NaN,NaN,NaN
157,main,4,3,bkbf0816,The coat lies on a chair,coat,lies,on,chair,1501.133787,498.866213,,bkbf0816_6ch.wav,0.785398163,1,1.069581639,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0816_6ch.wav,982481.0961,982481.0961,0.2020519,0.2021143,0.249433107,982481.5355,0.439433106,-0.0120519,0.85,982482.1461,1.051592,1.0516141,1.3532987,1.3533598,1.501125,982483.0371,982483.2961,2.2015367,2.2015985,982484.7961,NaN,NaN,3.7016115,3.7016798,982486.2961,5.2097564,5.2030103,5.2030853,NaN,NaN,NaN,0,0,982483.6287,0.3310273,1,1,982485.1532,0.3554616,NaN,NaN,NaN,NaN
158,main,4,3,bkbf0906,A letter fell on the mat,letter,fell,mat,,1390.204082,609.795918,,bkbf0906_6ch.wav,1.625084671,0,2.00519606,0.839686508,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0906_6ch.wav,982486.3247,982486.3249,0.2018839,0.2019528,0.304897959,982486.8196,0.494897959,-0.0118839,0.85,982487.3747,1.0517109,1.0517796,1.3529285,1.3529608,1.390208333,982488.21,982488.5247,2.2015848,2.2016523,982490.0247,NaN,NaN,3.7063124,3.7063464,982491.5247,5.2161143,5.2017211,5.2017868,NaN,NaN,NaN,NaN,0,NaN,9999,0,1,982490.1601,0.1290027,NaN,NaN,NaN,NaN
159,main,4,3,bkbf1909,He's reaching for his spoon,Hes,reaching,spoon,,1578.730159,421.269841,,bkbf1909_6ch.wav,0.785398163,1,0.773357994,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1909_6ch.wav,982491.5532,982491.5533,0.2018483,0.2019155,0.210634921,982491.9539,0.40063492,-0.0118483,0.85,982492.6032,1.0515105,1.0515337,1.3532467,1.3533158,1.578729167,982493.5325,982493.7532,2.2015297,2.2015927,982495.2532,NaN,NaN,3.7011761,3.7011974,982496.7532,5.2159174,5.201579,5.2016045,NaN,NaN,NaN,1,1,982494.0952,0.340424,1,1,982495.7149,0.4604667,NaN,NaN,NaN,NaN
160,main,4,3,bkbf0302,The dog played with a stick,dog,played,stick,,1500.272109,499.727891,,bkbf0302_6ch.wav,1.717478043,0,1.774270236,0.93207988,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0302_6ch.wav,982496.7814,982496.7814,0.2020815,0.2021448,0.249863946,982497.2212,0.439863945,-0.0120815,0.85,982497.8314,1.0515281,1.0515509,1.3528352,1.3528575,1.500270833,982498.722,982498.9814,2.2015589,2.2016203,982500.4814,NaN,NaN,3.7016273,3.7016944,982501.9814,5.2169484,5.2011863,5.2012246,NaN,NaN,NaN,0,0,982499.3412,0.3583146,0,1,982500.9725,0.4894696,NaN,NaN,NaN,NaN
161,main,4,3,bkbf1207,She's waiting for her bus,Shes,waiting,bus,,1630.748299,369.251701,,bkbf1207_6ch.wav,0.785398163,1,0.898878298,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1207_6ch.wav,982502.0097,982502.0097,0.2017423,0.2017651,0.184625851,982502.3843,0.37462585,-0.0117423,0.85,982503.0597,1.0512153,1.0512401,1.3524656,1.352497,1.63075,982504.0149,982504.2097,2.2010677,2.2011001,982505.7097,NaN,NaN,3.7010373,3.7010681,982507.2097,5.2171179,5.2012466,5.2012849,NaN,NaN,NaN,0,0,982505.1494,0.9386717,1,1,982505.9541,0.2433248,NaN,NaN,NaN,NaN
162,main,4,3,bkbf1916,The cows went to market,cows,went,market,,1603.401361,396.598639,,bkbf1916_6ch.wav,1.712445107,0,2.295996893,0.927046944,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1916_6ch.wav,982507.2381,982507.2382,0.2017421,0.2017748,0.19829932,982507.6264,0.388299319,-0.0117421,0.85,982508.2881,1.0512097,1.0512408,1.3527978,1.3528541,1.603395833,982509.2299,982509.4381,2.2015155,2.2015783,982510.9381,NaN,NaN,3.7015633,3.701625,982512.4381,5.2174431,5.2017167,5.2017838,NaN,NaN,NaN,0,0,982509.7215,0.2818071,0,1,982511.1885,0.2487952,NaN,NaN,NaN,NaN
163,main,4,1,bkbf0703,The floor looked clean,floor,looked,clean,,1392.426304,607.573696,,bkbf0703_8ch.wav,1.671481601,0,1.696883041,0.886083437,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0703_8ch.wav,982523.3898,982523.3899,0.202011,0.2020736,0.303786848,982523.8836,0.493786848,-0.012011,0.85,982524.4398,1.0516441,1.0517087,1.3533317,1.353393,1.392416667,982525.2755,982525.5898,2.2015291,2.201591,982527.0898,NaN,NaN,3.7014311,3.701452,982528.5898,5.2094889,5.2015308,5.2015561,NaN,NaN,NaN,0,0,982526.0256,0.4342884,1,0,982527.9657,0.8744499,NaN,NaN,NaN,NaN
164,main,4,1,bkbf1708,The lady sat on her chair,lady,sat,chair,,1629.024943,370.975057,,bkbf1708_8ch.wav,0.785398163,1,0.156387374,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1708_8ch.wav,982528.6182,982528.6182,0.2020429,0.2021048,0.185487529,982528.9937,0.375487528,-0.0120429,0.85,982529.6682,1.0512783,1.0513027,1.3529327,1.3529956,1.629020833,982530.6229,982530.8182,2.2015092,2.2015312,982532.3182,NaN,NaN,3.701538,3.7015993,982533.8182,5.2172282,5.201567,5.2015936,NaN,NaN,NaN,1,1,982531.9829,1.16318,0,0,982532.8236,0.5038973,NaN,NaN,NaN,NaN
165,main,4,1,bkbf1008,Someone's crossing the road,Someones,crossing,road,,1486.530612,513.469388,,bkbf1008_8ch.wav,-0.186553724,0,-1.342662172,-0.971951887,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1008_8ch.wav,982533.8466,982533.8466,0.2020486,0.2021108,0.256734694,982534.2933,0.446734694,-0.0120486,0.85,982534.8966,1.0513219,1.051345,1.353067,1.3531365,1.486520833,982535.78,982536.0466,2.2015331,2.2015934,982537.5466,NaN,NaN,3.7015712,3.7016328,982539.0466,5.2175817,5.2017495,5.2018175,NaN,NaN,NaN,1,1,982536.8142,0.766091,0,1,982537.7689,0.2206998,NaN,NaN,NaN,NaN
166,main,4,1,bkbf1601,The children wave at the train,children,wave,train,,1709.433107,290.566893,,bkbf1601_8ch.wav,0.785398163,1,-0.958871502,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1601_8ch.wav,982539.0754,982539.0755,0.2016788,0.2017409,0.145283447,982539.4107,0.335283446,-0.0116788,0.85,982540.1254,1.0512998,1.0513218,1.3526038,1.3526245,1.7094375,982541.1205,982541.2754,2.2015161,2.2015771,982542.7754,NaN,NaN,3.7011735,3.7011953,982544.2754,5.2159538,5.2014984,5.2015243,NaN,NaN,NaN,1,1,982541.5603,0.2833605,1,1,982543.1725,0.3958709,NaN,NaN,NaN,NaN
167,main,4,1,bkbf1711,She's calling her daughter,Shes,calling,daughter,,1436.00907,563.99093,,bkbf1711_8ch.wav,0.785398163,1,0.296296659,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1711_8ch.wav,982544.3035,982544.3035,0.2020719,0.2021336,0.281995465,982544.7755,0.471995465,-0.0120719,0.85,982545.3535,1.0517136,1.0517827,1.3534284,1.3534899,1.436,982546.2111,982546.5035,2.2012459,2.2012692,982548.0035,NaN,NaN,3.7015497,3.701612,982549.5035,5.2175489,5.2017623,5.2018375,NaN,NaN,NaN,1,1,982546.9157,0.4110373,0,0,982548.4221,0.4170629,NaN,NaN,NaN,NaN
168,main,4,1,bkbf0208,Snow falls at Christmas,Snow,falls,Christmas,,1821.85941,178.14059,,bkbf0208_8ch.wav,-0.125782308,0,-0.64631202,-0.911180472,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0208_8ch.wav,982549.5322,982549.5323,0.2014528,0.2014763,0.089070295,982549.8112,0.285478,-0.005045095,0.85,982550.5822,1.0516676,1.0517298,1.353326,1.3533872,1.821854167,982551.644,982551.7322,2.2013027,2.2013402,982553.2322,NaN,NaN,3.7015277,3.7015892,982554.7322,5.2163909,5.2016896,5.201765,NaN,NaN,NaN,1,1,982552.3662,0.6327732,0,1,982553.4612,0.2274979,NaN,NaN,NaN,NaN
169,main,5,2,bkbf1611,They stared at the picture,They,stared,picture,,1442.811791,557.188209,,bkbf1611_8ch.wav,0.785398163,1,-1.532136971,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1611_8ch.wav,982627.4822,982627.4822,0.2017003,0.2017705,0.278594105,982627.9508,0.468594104,-0.0117003,0.85,982628.5322,1.0515696,1.0515906,1.3532493,1.3533109,1.4428125,982629.393,982629.6822,2.2015505,2.2016102,982631.1822,NaN,NaN,3.7016074,3.7016754,982632.6822,5.2079674,5.2017499,5.2018303,NaN,NaN,NaN,1,1,982630.6688,0.9850466,0,0,982631.955,0.7712374,NaN,NaN,NaN,NaN
170,main,5,2,bkbf0412,They're kneeling down,Theyre,kneeling,down,,1220,780,,bkbf0412_8ch.wav,0.474928744,0,-0.125511169,-0.310469419,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0412_8ch.wav,982632.7038,982632.7038,0.2021272,0.2021966,0.39,982633.2838,0.58,-0.0121272,0.85,982633.7538,1.0516418,1.0517047,1.3532903,1.3533512,1.22,982634.5041,982634.9038,2.2011548,2.2011789,982636.4038,NaN,NaN,3.7015574,3.7016207,982637.9038,5.2153419,5.2013408,5.2013621,NaN,NaN,NaN,0,0,982635.2086,0.3035995,1,0,982637.1162,0.7108603,NaN,NaN,NaN,NaN
171,main,5,2,bkbf0210,The police chased the car,police,chased,car,,1558.185941,441.814059,,bkbf0210_8ch.wav,0.785398163,1,0.46703851,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0210_8ch.wav,982637.9322,982637.9323,0.202117,0.202182,0.22090703,982638.3432,0.410907029,-0.012117,0.85,982638.9822,1.0513585,1.0513927,1.3530726,1.353135,1.5581875,982639.9015,982640.1322,2.2015483,2.2016102,982641.6322,NaN,NaN,3.7015877,3.7016558,982643.1322,5.2178215,5.20172,5.2017875,NaN,NaN,NaN,1,1,982640.5565,0.4226557,1,1,982641.9368,0.302927,NaN,NaN,NaN,NaN
172,main,5,2,bkbf0716,The new road's on the map,new,roads,map,,1455.873016,544.126984,,bkbf0716_8ch.wav,0.590159284,0,-2.414218777,-0.19523888,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0716_8ch.wav,982643.1609,982643.161,0.2018486,0.2019104,0.272063492,982643.623,0.462063492,-0.0118486,0.85,982644.2109,1.0512952,1.0513184,1.3528719,1.3528934,1.455875,982645.0784,982645.3609,2.2011722,2.2012143,982646.8609,NaN,NaN,3.7011756,3.7011968,982648.3609,5.2159014,5.201566,5.2015918,NaN,NaN,NaN,0,0,982645.7562,0.3941227,1,0,982647.1223,0.2602747,NaN,NaN,NaN,NaN
173,main,5,2,bkbf0104,Children like strawberries,Children,like,strawberries,,1632.154195,367.845805,,bkbf0104_8ch.wav,0.785398163,1,-2.156315581,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0104_8ch.wav,982648.3891,982648.3892,0.2020258,0.2020887,0.183922903,982648.763,0.373922902,-0.0120258,0.85,982649.4391,1.0513329,1.0513556,1.3530428,1.3531049,1.632145833,982650.3951,982650.5891,2.2015225,2.2015842,982652.0891,NaN,NaN,3.7015462,3.701607,982653.5891,5.2199431,5.2017401,5.2018091,NaN,NaN,NaN,0,0,982651.3809,0.7902175,1,1,982652.5881,0.4973838,NaN,NaN,NaN,NaN
174,main,5,2,bkbf0204,The old gloves are dirty,old,gloves,dirty,,1515.782313,484.217687,,bkbf0204_8ch.wav,0.558943539,0,2.405234394,-0.226454625,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0204_8ch.wav,982653.6175,982653.6176,0.2020943,0.2021563,0.242108844,982654.0496,0.432108843,-0.0120943,0.85,982654.6675,1.0513372,1.0513609,1.3526369,1.3526594,1.515791667,982655.5649,982655.8175,2.2015489,2.2016118,982657.3175,NaN,NaN,3.7016445,3.7017195,982658.8175,5.2177167,5.2017119,5.2017864,NaN,NaN,NaN,1,1,982656.1897,0.3706415,0,1,982657.5442,0.2250385,NaN,NaN,NaN,NaN
175,main,5,3,bkbf0116,The ice cream was pink,ice,cream,pink,,1391.791383,608.208617,,bkbf0116_6ch.wav,0.785398163,1,1.887954016,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0116_6ch.wav,982671.8029,982671.8029,0.2014584,0.2015043,0.304104309,982672.297,0.494104308,-0.0114584,0.85,982672.8529,1.0516379,1.0517008,1.3530987,1.3531202,1.391791667,982673.6883,982674.0029,2.2014718,2.2015232,982675.5029,NaN,NaN,3.7014476,3.7014697,982677.0029,5.203468,5.2014987,5.2015244,NaN,NaN,NaN,1,1,982674.1691,0.1647236,1,1,982675.8131,0.3087222,NaN,NaN,NaN,NaN
