Sequence,Session,Run,Block,Sentence,SpContent,Keyword1,Keyword2,Keyword3,Keyword4,AudDur,compared to 2000ms?,,AudFile,Orientation,TargetPresence,GaborLoc,TD,SentencePresence,WavfileDir,FixFlipTime,FixFlipEnd,FixClearFlipTime,FixClearFlipEnd,DurAudOnset,StimAudOnset,StimAudFlipTime,latency,DurGbOnset,StimGbOnset,StimGbFlipTime,StimGbFlipEnd,GbClearFlipTime,GbClearFlipEnd,endAudPositionSecs,estAudStopTime,Resp1PrmptTime,Resp1FlipTime,Resp1FlipEnd,Resp1ScrClearTime,Resp1ClearFlipTime,Resp1ClearFlipEnd,Resp2FlipTime,Resp2FlipEnd,Resp2ScrClearTime,TrialDuration,EndPromptFlipTime,EndPromptFlipEnd,SentenceOnset,SentenceFlipTime,SentenceFlipEnd,RespAud,AccAud,RtAbsAud,RTAud,RespGb,AccGb,RtAbsGb,RTGb,RespMemory,AccMemory,RtAbsMemory,RTMemory
331,main,8,1,bkbf0704,She found her purse,She,found,purse,,1496.507937,503.492063,,bkbf0704_8ch.wav,1.645859352,0,-3.010528058,0.860461189,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0704_8ch.wav,986021.9239,986021.924,0.2019489,0.2020121,0.251746032,986022.3657,0.441746031,-0.0119489,0.85,986022.9739,1.0516696,1.0517336,1.3533743,1.3534359,1.4965,986023.8627,986024.1239,2.2014675,2.2015233,986025.6239,NaN,NaN,3.7064933,3.7065254,986027.1239,5.2098886,5.2016891,5.2017506,NaN,NaN,NaN,NaN,0,NaN,9999,1,0,986025.7584,0.1280103,NaN,NaN,NaN,NaN
332,main,8,1,bkbf0601,The paint dripped on the ground,paint,dripped,ground,,1656.870748,343.129252,,bkbf0601_8ch.wav,-0.230479642,0,-3.071157451,-1.015877805,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0601_8ch.wav,986027.1525,986027.1526,0.2017989,0.2018679,0.171564626,986027.5141,0.361564626,-0.0117989,0.85,986028.2025,1.0516419,1.0517039,1.3533569,1.3534183,1.656875,986029.171,986029.3525,2.2014951,2.2015576,986030.8525,NaN,NaN,3.7013778,3.7013989,986032.3525,5.2159283,5.2015189,5.2015636,NaN,NaN,NaN,1,1,986030.3695,1.0154938,0,1,986032.2522,1.3983382,NaN,NaN,NaN,NaN
333,main,8,1,bkbf1003,She looked in her mirror,She,looked,in,mirror,1307.210884,692.789116,,bkbf1003_8ch.wav,0.785398163,1,-1.10628105,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1003_8ch.wav,986032.3808,986032.3808,0.2019643,0.2020267,0.346394558,986032.9171,0.536394558,-0.0119643,0.85,986033.4308,1.0516455,1.0517082,1.3529475,1.3529689,1.307208333,986034.2244,986034.5808,2.2015707,2.2016391,986036.0808,NaN,NaN,3.7016126,3.7016746,986037.5808,5.2166132,5.2016122,5.2016786,NaN,NaN,NaN,0,0,986035.6392,1.0569112,1,1,986037.2166,1.1342322,NaN,NaN,NaN,NaN
334,main,8,1,bkbf1706,People are going home,People,going,home,,1282.131519,717.868481,,bkbf1706_8ch.wav,0.785398163,1,-1.241207283,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1706_8ch.wav,986037.6091,986037.6091,0.2020296,0.2020917,0.358934241,986038.158,0.54893424,-0.0120296,0.85,986038.6591,1.0513084,1.0513311,1.3531635,1.3532254,1.282125,986039.44,986039.8091,2.2015167,2.2015785,986041.3091,NaN,NaN,3.7015085,3.7015701,986042.8091,5.216187,5.2017085,5.2017858,NaN,NaN,NaN,0,0,986040.7789,0.9682745,1,1,986041.8241,0.5134348,NaN,NaN,NaN,NaN
335,main,8,1,bkbf1905,They're clearing the table,Theyre,clearing,table,,1404.988662,595.011338,,bkbf1905_8ch.wav,-0.217945727,0,0.103045709,-1.00334389,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1905_8ch.wav,986042.8378,986042.8379,0.201805,0.2018688,0.297505669,986043.3253,0.487505669,-0.011805,0.85,986043.8878,1.0517095,1.0517742,1.353456,1.3535245,1.404979167,986044.73,986045.0378,2.2015373,2.2015991,986046.5378,NaN,NaN,3.7014265,3.7014479,986048.0378,5.2158994,5.2015667,5.2015927,NaN,NaN,NaN,0,0,986045.5291,0.4898241,1,0,986046.9584,0.4192039,NaN,NaN,NaN,NaN
336,main,8,1,bkbf1610,The driver lost his way,driver,lost,way,,1554.104308,445.895692,,bkbf1610_8ch.wav,0.785398163,1,0.805579526,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1610_8ch.wav,986048.0659,986048.0659,0.202092,0.2021554,0.222947846,986048.4788,0.412947846,-0.012092,0.85,986049.1159,1.0517107,1.0517807,1.3532349,1.3532573,1.554104167,986050.0335,986050.2659,2.2015025,2.2015648,986051.7659,NaN,NaN,3.701625,3.7016925,986053.2659,5.2175154,5.2017007,5.2017688,NaN,NaN,NaN,1,1,986050.5726,0.3052149,0,0,986051.9989,0.2313767,NaN,NaN,NaN,NaN
337,main,8,2,bkbf0105,The house had nine rooms,house,nine,rooms,,1672.698413,327.301587,,bkbf0105_8ch.wav,0.620762729,0,1.165499087,-0.164635434,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0105_8ch.wav,986067.2148,986067.2148,0.201959,0.2020221,0.163650794,986067.5684,0.353650793,-0.011959,0.85,986068.2648,1.0522819,1.0523051,1.3535854,1.3536075,1.672708333,986069.2411,986069.4148,2.2015092,2.2015706,986070.9148,NaN,NaN,3.7016083,3.7016756,986072.4148,5.2125762,5.2017008,5.2017683,NaN,NaN,NaN,0,0,986069.6047,0.1884719,1,0,986071.2373,0.3208952,NaN,NaN,NaN,NaN
338,main,8,2,bkbf1912,The boy slipped on the stairs,boy,slipped,on,stairs,1853.378685,146.621315,,bkbf1912_8ch.wav,0.785398163,1,-1.884673913,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1912_8ch.wav,986072.4434,986072.4435,0.2015838,0.2016068,0.073310658,986072.7067,0.263310657,-0.0115838,0.85,986073.4934,1.0516846,1.051748,1.3533928,1.3534549,1.853375,986074.5651,986074.6434,2.2012398,2.201263,986076.1434,NaN,NaN,3.7010996,3.7011295,986077.6434,5.2160565,5.201607,5.2016688,NaN,NaN,NaN,0,0,986074.9485,0.3038758,1,1,986076.5015,0.3569958,NaN,NaN,NaN,NaN
339,main,8,2,bkbf1911,The milkman drives a small van,milkman,drives,small,van,1925.034014,74.965986,,bkbf1911_8ch.wav,0.785398163,1,-0.607578224,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1911_8ch.wav,986077.6717,986077.6717,0.201898,0.2019619,0.037482993,986077.8991,0.2904574,0.051076407,0.85,986078.7217,1.0516304,1.0516944,1.3529234,1.352945,1.925041667,986079.8914,986079.8717,2.2397058,2.2397398,986081.3717,NaN,NaN,3.7015432,3.7016051,986082.8717,5.2160993,5.2015369,5.2015586,NaN,NaN,NaN,1,1,986080.4904,0.5790008,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
340,main,8,2,bkbf0413,The girl lost her doll,girl,lost,doll,,1570.204082,429.795918,,bkbf0413_8ch.wav,0.552194362,0,-1.629854033,-0.233203801,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0413_8ch.wav,986082.8999,986082.8999,0.2020478,0.2021072,0.214897959,986083.3048,0.404897959,-0.0120478,0.85,986083.9499,1.0516656,1.0517283,1.3533379,1.3533998,1.570208333,986084.8748,986085.0999,2.2011444,2.2011866,986086.5999,NaN,NaN,3.7011839,3.7012054,986088.0999,5.2172374,5.2013792,5.2014272,NaN,NaN,NaN,0,0,986085.1024,0.0013445,1,0,986087.1393,0.5382088,NaN,NaN,NaN,NaN
341,main,8,2,bkbf1506,The boy hurried to school,boy,hurried,school,,1486.258503,513.741497,,bkbf1506_8ch.wav,0.785398163,1,2.894399232,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1506_8ch.wav,986088.1283,986088.1284,0.2020577,0.2021203,0.256870749,986088.5752,0.446870748,-0.0120577,0.85,986089.1783,1.0515529,1.0515756,1.3528543,1.3528769,1.48625,986090.0611,986090.3283,2.2014249,2.2014472,986091.8283,NaN,NaN,3.7020137,3.7020758,986093.3283,5.2175128,5.2018125,5.2018865,NaN,NaN,NaN,1,1,986090.6503,0.3205233,0,0,986092.2181,0.3877195,NaN,NaN,NaN,NaN
342,main,8,2,bkbf1303,They're playing in the park,Theyre,playing,park,,1475.873016,524.126984,,bkbf1303_8ch.wav,0.668191059,0,2.291010481,-0.117207105,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1303_8ch.wav,986093.357,986093.357,0.2015421,0.2015642,0.262063492,986093.809,0.452063492,-0.0115421,0.85,986094.407,1.0513456,1.0513678,1.3530114,1.3530732,1.475875,986095.2847,986095.557,2.2011687,2.2011901,986097.057,NaN,NaN,3.7062516,3.7062856,986098.557,5.2159925,5.2017409,5.2017613,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
343,main,8,4,bkbf1409,The girl plays with the baby,girl,plays,baby,,1593.786848,406.213152,,bkbf1409_6ch.wav,0.785398163,1,-0.810529796,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1409_6ch.wav,986108.9421,986108.9422,0.2020988,0.2021748,0.203106576,986109.3353,0.393106576,-0.0120988,0.85,986109.9921,1.0516894,1.0517603,1.3533543,1.3534156,1.593791667,986110.9288,986111.1421,2.2015007,2.2015625,986112.6421,NaN,NaN,3.7063683,3.7064208,986114.1421,5.2079055,5.2014862,5.2015106,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
344,main,8,4,bkbf1211,They carry some shopping bags,They,carry,shopping,bags,1676.281179,323.718821,,bkbf1211_6ch.wav,0.785398163,1,0.016051552,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1211_6ch.wav,986114.1705,986114.1706,0.2020274,0.2020852,0.161859411,986114.5224,0.35185941,-0.0120274,0.85,986115.2205,1.0516084,1.0516735,1.3532878,1.3533492,1.676270833,986116.1993,986116.3705,2.2011671,2.2011883,986117.8705,NaN,NaN,3.7063182,3.7063513,986119.3705,5.2171993,5.2014217,5.2014442,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
345,main,8,4,bkbf0116,The ice cream was pink,ice,cream,pink,,1391.791383,608.208617,,bkbf0116_6ch.wav,0.531466177,0,-1.432234853,-0.253931987,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0116_6ch.wav,986119.399,986119.399,0.2020071,0.2020642,0.304104309,986119.8931,0.494104308,-0.0120071,0.85,986120.449,1.0516504,1.051713,1.3529973,1.3530218,1.391791667,986121.2844,986121.599,2.2015126,2.2015756,986123.099,NaN,NaN,3.7062783,3.706331,986124.599,5.2167959,5.2015962,5.2016216,NaN,NaN,NaN,NaN,0,NaN,9999,0,1,986123.5852,0.4799648,NaN,NaN,NaN,NaN
346,main,8,4,bkbf1515,The train stops at the station,train,stops,station,,1792.562358,207.437642,,bkbf1515_6ch.wav,0.785398163,1,2.823274429,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1515_6ch.wav,986124.6274,986124.6275,0.2020343,0.2020979,0.103718821,986124.9212,0.3019753,-0.003777821,0.85,986125.6774,1.0516111,1.0516762,1.3529121,1.3529336,1.7925625,986126.728,986126.8274,2.2012322,2.201265,986128.3274,NaN,NaN,3.7015172,3.7015783,986129.8274,5.2173578,5.20157,5.2015963,NaN,NaN,NaN,1,1,986127.1444,0.3157651,0,0,986128.6206,0.2916124,NaN,NaN,NaN,NaN
347,main,8,4,bkbf0112,The boy did a handstand,boy,did,handstand,,1600.136054,399.863946,,bkbf0112_6ch.wav,0.594601487,0,-2.727114687,-0.190796676,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0112_6ch.wav,986129.8559,986129.8559,0.2018771,0.2019002,0.199931973,986130.2458,0.389931973,-0.0118771,0.85,986130.9059,1.0516749,1.0517386,1.3531757,1.3532208,1.600145833,986131.8461,986132.0559,2.2015035,2.2015654,986133.5559,NaN,NaN,3.7015293,3.7015909,986135.0559,5.2175319,5.2016914,5.2017589,NaN,NaN,NaN,1,1,986132.4202,0.3628683,0,1,986133.7775,0.2200804,NaN,NaN,NaN,NaN
348,main,8,4,bkbf0404,A boy ran down the path,boy,ran,path,,1725.442177,274.557823,,bkbf0404_6ch.wav,0.548420239,0,-0.264262129,-0.236977925,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0404_6ch.wav,986135.0846,986135.0847,0.2016778,0.2016999,0.137278912,986135.4119,0.327278911,-0.0116778,0.85,986136.1346,1.0516536,1.0523879,1.3532946,1.3533568,1.7254375,986137.1372,986137.2846,2.2016629,2.2017247,986138.7846,NaN,NaN,3.7015183,3.7015799,986140.2846,5.2162178,5.201761,5.2018422,NaN,NaN,NaN,0,0,986137.6798,0.3935507,1,0,986138.9983,0.2122517,NaN,NaN,NaN,NaN
349,main,8,3,bkbf0315,The room's getting cold,rooms,getting,cold,,1521.133787,478.866213,,bkbf0315_6ch.wav,0.785398163,1,2.255846906,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0315_6ch.wav,986153.5168,986153.5169,0.2021986,0.202261,0.239433107,986153.9463,0.429433106,-0.0121986,0.85,986154.5668,1.0516387,1.0517024,1.3533206,1.353382,1.521125,986155.4673,986155.7168,2.2012147,2.2012401,986157.2168,NaN,NaN,3.7015606,3.7016219,986158.7168,5.2039412,5.2013468,5.2013803,NaN,NaN,NaN,0,0,986155.7192,0.0011547,1,1,986158.0533,0.834849,NaN,NaN,NaN,NaN
350,main,8,3,bkbf2107,She made her bed,She,made,bed,,1200.136054,799.863946,,bkbf2107_6ch.wav,1.623875061,0,-3.004892998,0.838476897,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2107_6ch.wav,986158.7455,986158.746,0.2019583,0.2020218,0.399931973,986159.3355,0.589931973,-0.0119583,0.85,986159.7955,1.0513313,1.0513543,1.3529821,1.3530503,1.200145833,986160.5355,986160.9455,2.2015776,2.2016408,986162.4455,NaN,NaN,3.7016121,3.7016807,986163.9455,5.2169997,5.201711,5.2017734,NaN,NaN,NaN,0,0,986161.1923,0.2451878,1,0,986162.7642,0.317021,NaN,NaN,NaN,NaN
351,main,8,3,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,,1551.337868,448.662132,,bkbf1906_6ch.wav,1.644832854,0,1.007154017,0.85943469,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1906_6ch.wav,986163.9741,986163.9742,0.2017861,0.2018496,0.224331066,986164.3885,0.414331066,-0.0117861,0.85,986165.0241,1.0526802,1.0527026,1.3543402,1.3544021,1.551333333,986165.9398,986166.1741,2.2015362,2.201599,986167.6741,NaN,NaN,3.7013823,3.7014038,986169.1741,5.2163327,5.2017513,5.2018206,NaN,NaN,NaN,1,1,986166.1781,0.0024709,0,1,986168.0014,0.325875,NaN,NaN,NaN,NaN
352,main,8,3,bkbf1805,The cheese pie was good,cheese,pie,good,,1523.99093,476.00907,,bkbf1805_6ch.wav,0.785398163,1,2.962256359,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1805_6ch.wav,986169.2026,986169.2026,0.201781,0.2018446,0.238004535,986169.6306,0.428004535,-0.011781,0.85,986170.2526,1.0517223,1.0517909,1.3530307,1.3530523,1.524,986171.1542,986171.4026,2.2015084,2.2015701,986172.9026,NaN,NaN,3.7015323,3.7015935,986174.4026,5.2158322,5.2015199,5.2015456,NaN,NaN,NaN,0,0,986171.4813,0.0772557,1,1,986172.9817,0.0776591,NaN,NaN,NaN,NaN
353,main,8,3,bkbf1311,The strawberry jam was sweet,strawberry,jam,sweet,,1769.387755,230.612245,,bkbf1311_6ch.wav,-0.222423362,0,1.798127881,-1.007821525,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1311_6ch.wav,986174.4307,986174.4307,0.2020713,0.2021342,0.115306123,986174.736,0.3067857,-0.010591722,0.85,986175.4807,1.0512916,1.0513195,1.3526007,1.3526249,1.769395833,986176.5131,986176.6307,2.2015056,2.201586,986178.1307,NaN,NaN,3.7015699,3.7016325,986179.6307,5.217449,5.2016845,5.2017632,NaN,NaN,NaN,0,0,986176.6674,0.0352138,1,0,986178.1333,0.0009791,NaN,NaN,NaN,NaN
354,main,8,3,bkbf0910,They went on holiday,They,went,holiday,,1248.843537,751.156463,,bkbf0910_6ch.wav,0.785398163,1,1.398787847,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0910_6ch.wav,986179.6592,986179.6592,0.2020246,0.2020865,0.375578232,986180.2247,0.565578231,-0.0120246,0.85,986180.7092,1.0513189,1.0513413,1.3526298,1.3526518,1.248833333,986181.4733,986181.8592,2.2015095,2.2015704,986183.3592,NaN,NaN,3.7015626,3.7016309,986184.8592,5.2157689,5.2017033,5.2017245,NaN,NaN,NaN,1,1,986182.3289,0.4681776,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
355,main,8,1,bkbf1006,The kitchen clock was wrong,kitchen,clock,wrong,,1663.265306,336.734694,,bkbf1006_8ch.wav,1.829510379,0,1.145253293,1.044112216,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1006_8ch.wav,986198.4415,986198.4415,0.2021076,0.2021713,0.168367347,986198.7999,0.358367347,-0.0121076,0.85,986199.4915,1.0511989,1.0512304,1.3524437,1.3524754,1.663270833,986200.4633,986200.6415,2.2010793,2.2011101,986202.1415,NaN,NaN,3.7010712,3.7011026,986203.6415,5.2088702,5.2012267,5.201263,NaN,NaN,NaN,1,1,986200.8517,0.209153,0,1,986202.5286,0.3859986,NaN,NaN,NaN,NaN
356,main,8,1,bkbf2015,The man tied his scarf,man,tied,scarf,,1565.487528,434.512472,,bkbf2015_8ch.wav,1.703304187,0,0.192887881,0.917906024,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2015_8ch.wav,986203.6698,986203.6699,0.20176,0.2017907,0.217256236,986204.0771,0.407256236,-0.01176,0.85,986204.7198,1.0512225,1.0512559,1.3524332,1.3524624,1.565479167,986205.6427,986205.8698,2.2010677,2.2011037,986207.3698,NaN,NaN,3.7015242,3.7015792,986208.8698,5.2175607,5.2016828,5.2017599,NaN,NaN,NaN,0,0,986206.1783,0.3073812,1,0,986208.0214,0.6500249,NaN,NaN,NaN,NaN
357,main,8,1,bkbf0106,They're buying some bread,Theyre,buying,bread,,1380.997732,619.002268,,bkbf0106_8ch.wav,0.785398163,1,2.774848979,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0106_8ch.wav,986208.8987,986208.8988,0.2016186,0.2016761,0.309501134,986209.3982,0.499501134,-0.0116186,0.85,986209.9487,1.0517196,1.0517874,1.3534187,1.3534798,1.381,986210.7792,986211.0987,2.2015065,2.2015788,986212.5987,NaN,NaN,3.7015658,3.7016278,986214.0987,5.2155866,5.2013128,5.2013389,NaN,NaN,NaN,1,1,986211.9974,0.897142,0,0,986213.277,0.676675,NaN,NaN,NaN,NaN
358,main,8,1,bkbf0913,The dinner plate's hot,dinner,plates,hot,,1359.455782,640.544218,,bkbf0913_8ch.wav,-0.222844589,0,2.996675096,-1.008242752,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0913_8ch.wav,986214.1268,986214.1268,0.2020158,0.2020785,0.320272109,986214.6371,0.510272109,-0.0120158,0.85,986215.1768,1.0512955,1.0513181,1.3525994,1.3526281,1.359458333,986215.9967,986216.3268,2.2011879,2.2012113,986217.8268,NaN,NaN,3.7015291,3.7015903,986219.3268,5.2176109,5.2017015,5.2017784,NaN,NaN,NaN,1,1,986216.6798,0.3517513,0,1,986218.3661,0.5377433,NaN,NaN,NaN,NaN
359,main,8,1,bkbf1604,The raincoat's very wet,raincoats,very,wet,,1524.580499,475.419501,,bkbf1604_8ch.wav,1.824881424,0,-1.379417917,1.039483261,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1604_8ch.wav,986219.3555,986219.3556,0.2016754,0.2016985,0.237709751,986219.7832,0.4278182,-0.01156695,0.85,986220.4055,1.051708,1.0517777,1.3534407,1.3535085,1.524583333,986221.3081,986221.5555,2.2015431,2.2016048,986223.0555,NaN,NaN,3.7015247,3.7015866,986224.5555,5.2161675,5.201705,5.2017829,NaN,NaN,NaN,0,0,986222.2474,0.6903966,1,0,986223.3786,0.3215782,NaN,NaN,NaN,NaN
360,main,8,1,bkbf1310,The big dog was dangerous,big,dog,dangerous,,1730.15873,269.84127,,bkbf1310_8ch.wav,0.785398163,1,-0.217568525,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1310_8ch.wav,986224.5839,986224.584,0.2017069,0.2017646,0.134920635,986224.9089,0.324920635,-0.0117069,0.85,986225.6339,1.0517074,1.0517706,1.353355,1.3534191,1.730166667,986226.6376,986226.7839,2.2015098,2.2015714,986228.2839,NaN,NaN,3.7014328,3.7014539,986229.7839,5.2165476,5.2017002,5.2018066,NaN,NaN,NaN,1,1,986227.5388,0.7533812,1,1,986228.6813,0.3959741,NaN,NaN,NaN,NaN
361,main,9,3,bkbf1106,They finished the dinner,They,finished,dinner,,1247.39229,752.60771,,bkbf1106_6ch.wav,0.785398163,1,-0.726081915,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1106_6ch.wav,986251.7101,986251.7101,0.2016232,0.2016843,0.376303855,986252.2764,0.566303855,-0.0116232,0.85,986252.7601,1.0517888,1.0518501,1.3531543,1.3531824,1.247395833,986253.5241,986253.9101,2.2015974,2.2016666,986255.4101,NaN,NaN,3.7013451,3.7013669,986256.9101,5.2073503,5.2012879,5.2013131,NaN,NaN,NaN,0,0,986254.2637,0.3520536,1,1,986255.8043,0.3928643,NaN,NaN,NaN,NaN
362,main,9,3,bkbf0509,The cook cut some onions,cook,cut,onions,,1582.857143,417.142857,,bkbf0509_6ch.wav,1.724562033,0,-1.979938131,0.93916387,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0509_6ch.wav,986256.9366,986256.9366,0.2020706,0.2021319,0.208571429,986257.3352,0.398571428,-0.0120706,0.85,986257.9866,1.0516518,1.0517137,1.3533579,1.3534222,1.582854167,986258.9183,986259.1366,2.2015308,2.2016,986260.6366,NaN,NaN,3.7018376,3.7019002,986262.1366,5.217474,5.2016629,5.2017498,NaN,NaN,NaN,1,1,986259.1407,0.0025894,0,1,986260.8864,0.2479641,NaN,NaN,NaN,NaN
363,main,9,3,bkbf0815,The three girls are listening,three,girls,listening,,1499.319728,500.680272,,bkbf0815_6ch.wav,0.785398163,1,-1.032353,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0815_6ch.wav,986262.1653,986262.1654,0.2018543,0.201924,0.250340136,986262.6057,0.440340136,-0.0118543,0.85,986263.2153,1.0516986,1.0517681,1.3534266,1.3534875,1.4993125,986264.1048,986264.3653,2.2014206,2.2014428,986265.8653,NaN,NaN,3.7011212,3.7011486,986267.3653,5.2159577,5.2015498,5.2015755,NaN,NaN,NaN,0,0,986264.6521,0.2853632,1,1,986266.2746,0.4081624,NaN,NaN,NaN,NaN
364,main,9,3,bkbf2003,The football hit the goalpost,football,hit,goalpost,,1721.043084,278.956916,,bkbf2003_6ch.wav,-0.245013293,0,2.652076359,-1.030411457,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v1_220405_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2003_6ch.wav,986267.3935,986267.3935,0.2020465,0.2021085,0.139478458,986267.723,0.329478458,-0.0120465,0.85,986268.4435,1.0517056,1.0517678,1.3533729,1.3534332,1.721041667,986269.4444,986269.5935,2.2015191,2.2015799,986271.0935,NaN,NaN,3.7015239,3.7015846,986272.5935,5.2174787,5.2016736,5.2017392,NaN,NaN,NaN,0,0,986270.1472,0.5522187,1,0,986272.0489,0.9539128,NaN,NaN,NaN,NaN
